title,author,pages,genre,description,published_date,publisher,language,average_rating,ratings_count,thumbnail
Competition Science Vision,Unknown Author,152,Unknown Genre,"Competition Science Vision (monthly magazine) is published by Pratiyogita Darpan Group in India and is one of the best Science monthly magazines available for medical entrance examination students in India. Well-qualified professionals of Physics, Chemistry, Zoology and Botany make contributions to this magazine and craft it with focus on providing complete and to-the-point study material for aspiring candidates. The magazine covers General Knowledge, Science and Technology news, Interviews of t...",1998-03,Unknown Publisher,en,3,2,http://books.google.com/books/content?id=yucDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Routledge Handbook of Historical International Relations,"Benjamin de Carvalho, Julia Costa Lopez, Halvard Leira",886,Political Science,"This handbook presents a comprehensive, concise and accessible overview of the field of Historical International Relations (HIR). It summarizes and synthesizes existing contributions to the field while presenting central themes, approaches and methodologies that have driven the development of HIR, providing the reader with a sense of the diversity and research dynamics that are at the heart of this field of study. The wide range of topics covered are grouped under the following headings: Traditi...",2021-06-28,Taylor & Francis,en,No rating,0,http://books.google.com/books/content?id=b2jwEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The History of Statistics, Their Development and Progress in Many Countries",John Koren,800,Statistics,No description available,1918,Unknown Publisher,en,No rating,0,http://books.google.com/books/content?id=rljHNdcSCdgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
History of Civilization in England,Henry Thomas Buckle,522,France,No description available,1877,Unknown Publisher,en,No rating,0,http://books.google.com/books/content?id=Y33QOx8GXAEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Dictionary Catalogue of the Illinois State Library,Illinois State Library,814,"Catalogs, Dictionary",No description available,1912,Unknown Publisher,en,No rating,0,http://books.google.com/books/content?id=aqzBXni4jvEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Social Studies Curriculum,E. Wayne Ross,370,Education,"The third edition of The Social Studies Curriculum thoroughly updates the definitive overview of the primary issues teachers face when creating learning experiences for students in social studies. By connecting the diverse elements of the social studies curriculum—history education, civic, global, and social issues—the book offers a unique and critical perspective that separates it from other texts in the field. This edition includes new work on race, gender, sexuality, critical multiculturalism...",2012-02-01,State University of New York Press,en,No rating,0,http://books.google.com/books/content?id=4qFMqjxte9IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
St James's Palace,"Rufus Bird, Simon Thurley, Michael Turner",290,History,"The first modern history of St James's Palace, shedding light on a remarkable building at the heart of the history of the British monarchy that remains by far the least known of the royal residences In this first modern history of St James's Palace, the authors shed new light on a remarkable building that, despite serving as the official residence of the British monarchy from 1698 to 1837, is by far the least known of the royal residences. The book explores the role of the palace as home to the ...",2022-01-01,Yale University Press,en,No rating,0,http://books.google.com/books/content?id=nr6rEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Comprehending Antisemitism through the Ages: A Historical Perspective,"Armin Lange, Kerstin Mayerhofer, Dina Porat, Lawrence H. Schiffman",332,History,"This volume traces the history of antisemitism from antiquity through contemporary manifestations of the discrimination of Jews. It documents the religious, sociological, political and economic contexts in which antisemitism thrived and thrives and shows how such circumstances served as support and reinforcement for a curtailment of the Jews’ social status. The volume sheds light on historical processes of discrimination and identifies them as a key factor in the contemporary and future fight ag...",2021-08-23,Walter de Gruyter GmbH & Co KG,en,No rating,0,http://books.google.com/books/content?id=WpZEEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Circle of Knowledge: A Classified, Simplified, Visualized Book of Answers",Various,2131,Fiction,"The Circle of Knowledge is an informative book that was designed in 1917, to be both inspiring and entertaining. The book represents the modern, progressive spirit which fits that time, in its forms of expression and its editorship. The purpose of this work is to answer the why, who, what, when, where, how of the wide majority of curious minds, both young and adult, and encourage them to raise further questions. Special measures were taken in creating this work to isolate essentials from non-ess...",2022-06-02,DigiCat,en,No rating,0,http://books.google.com/books/content?id=dBF0EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
War and Conflict Quotations,"Michael C. Thomsett, Jean Freestone Thomsett",303,History,"History is replete with pronouncements on war. Some reflect on man’s warlike nature (“We are quick to flare up, we races of men on the earth”—Homer); others deal with the practical strategies of the combatants (“If Hitler invaded hell I would make at least a favorable reference to the devil in the House of Commons”—Winston Churchill); and still others offer advice for avoiding conflict (“The most disadvantageous peace is better than the most just war”—Desiderius Erasmus). More than 2,700 quotati...",2015-09-02,McFarland,en,No rating,0,http://books.google.com/books/content?id=yxOBCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Ebony,Unknown Author,200,Unknown Genre,"EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",1968-12,Unknown Publisher,en,No rating,0,http://books.google.com/books/content?id=r-EDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Our Reason for Being,T. F. Leong,267,Religion,Ecclesiastes is a persuasive speech with a rhetoric so unique that it can be easily misunderstood. It speaks powerfully to believers as well as nonbelievers because it addresses the question of the meaning of life in the most satisfying way. The heart of this book is an expositional commentary that interprets Ecclesiastes as authoritative Scripture. It seeks to recover the rhetoric of the speech in terms of its comprehensive message on the meaning of life as well as its compelling force to get t...,2022-08-11,Wipf and Stock Publishers,en,No rating,0,http://books.google.com/books/content?id=YsWAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A Guide to the Study and Use of Military History,"John E. Jessup, Robert W. Coakley",528,Electronic government information,"This Guide to the Study and Use of Military History is designed to foster an appreciation of the value of military history and explain its uses and the resources available for its study. It is not a work to be read and lightly tossed aside, but one the career soldier should read again or use as a reference at those times during his career when necessity or leisure turns him to the contemplation of the military past.",1979,Unknown Publisher,en,No rating,0,http://books.google.com/books/content?id=ZUh2_a6aJKgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Historical Sketch of the Missions in India,Caesar Augustus Rodney Janvier,382,Missions,No description available,1901,Unknown Publisher,en,No rating,0,http://books.google.com/books/content?id=Acr6GSoBFbYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Aesthetics,Vasily Sesemann,309,Social Science,Preliminary Material -- Aesthetics: Definition and Object -- Difficuties for Aesthetics -- Immediate Aesthetics Perception--the Material Basis of Aesthetics -- The Optimal Starting Point: Nature or Art? -- Three Starting Points for Aesthetics Analysis -- The Essential Properties of Aesthetics Perception -- The Internal Structure of an Aesthetic Object -- The Expressiveness of an Aesthetic Object and its Objective Sense -- Aesthetic Form and Aesthetic Structure -- The Relations of Natural and Art...,2007-01-01,BRILL,en,No rating,0,http://books.google.com/books/content?id=bfh1DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Critical Legal Education as a Subversive Activity,"Helen Gibbon, Ben Golder, Lucas Lixinski, Marina Nehme, Prue Vines",250,Law,"In an age when everyone aspires to teach critical thinking skills in the classroom, what does it mean to be a subversive law teacher? Who or what might a subversive law teacher seek to subvert – the authority of the law, the university, their own authority as teachers, perhaps? Are law students ripe for subversion, agents of, or impediments to, subversion? Do they learn to ask critical questions? Responding to the provocation in the classic book Teaching as a Subversive Activity, by Postman and ...",2015-10-16,Taylor & Francis,en,No rating,0,http://books.google.com/books/content?id=FWaXEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
